BARCODE,ITEM CODE,DESCRIPTION 1,DESCRITION 2,DESCRIPTION 3,UNITS,DIVISION,GROUP,CLASSIFICATION 1,CLASSIFICATION 2, COST , SELLING PRICE , MODEL QUANTITY ,SUPPLIER CODE,MANUFACTURER, QUANTITY , REORDER POINT 
,BOOSTINA ,BOOSTINA ,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,PURINA,, 90.00 , 100.00 ,,AGRICONS,, 1 ,
,BIO 800,BIO 800,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,PURINA,, 50.60 , 54.00 ,,AGRICONS,, 29 ,
,B-100,B-100,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,PURINA,," 1,710.00 "," 1,790.00 ",,AGRICONS,,,
,B-100,B-100,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,PURINA,, 34.20 , 37.00 ,,AGRICONS,,,
,B-200,B-200,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,PURINA,," 1,653.00 "," 1,735.00 ",,AGRICONS,, 2 ,
,B-200,B-200,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,PURINA,, 33.06 , 36.00 ,,AGRICONS,, 23 ,
,B-300,B-300,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,PURINA,," 1,610.00 "," 1,690.00 ",,AGRICONS,, 4 ,
,B-300,B-300,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,PURINA,, 32.20 , 35.50 ,,AGRICONS,, 49 ,
,HPSP/P-BMEG,PRE STARTER,PREMIUM,,25 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,," 1,077.00 "," 1,160.00 ",,JHK,, 1 ,
,HPSP/P-BMEG,PRE STARTER,PREMIUM,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,, 43.08 , 48.00 ,,JHK,, 27 ,
,HSP/P-BMEG,HOG STARTER PELLETS,PREMIUM,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,," 1,315.00 "," 1,415.00 ",,JHK,, 4 ,
,HSP/P-BMEG,HOG STARTER PELLETS,PREMIUM,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,, 26.30 , 30.50 ,,JHK,, 38 ,
,HGP/P-BMEG,HOG GROWER PELLETS,PREMIUM,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,," 1,229.00 "," 1,320.00 ",,JHK,, 3 ,
,HGP/P-BMEG,HOG GROWER PELLETS,PREMIUM,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,, 24.58 , 28.50 ,,JHK,, 4 ,
,PIGEON-BMEG,PIGEON PELLETS,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,," 1,098.00 "," 1,180.00 ",,JHK,, 5 ,
,PIGEON-BMEG,PIGEON PELLETS,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,, 21.96 , 25.00 ,,JHK,, 43 ,
,INT 1K-BMEG,INTEGRA 1000,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,," 1,443.00 "," 1,510.00 ",,JHK,, 4 ,
,INT 1K-BMEG,INTEGRA 1000,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,, 28.86 , 32.00 ,,JHK,, 52 ,
,INT 2K-BMEG,INTEGRA 2000,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,," 1,378.00 "," 1,445.00 ",,JHK,, 11 ,
,INT 2K-BMEG,INTEGRA 2000,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,, 27.56 , 31.00 ,,JHK,, 46 ,
,INT 3K-BMEG,INTEGRA 3000,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,," 1,318.00 "," 1,385.00 ",,JHK,, 4 ,
,INT 3K-BMEG,INTEGRA 3000,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,, 26.36 , 29.50 ,,JHK,, 50 ,
,FFM1-BMEG,FRY MASH 1,,,25 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,, 744.00 , 780.00 ,,JHK,, 2 ,
,FFM1-BMEG,FRY MASH 1,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,, 29.76 , 33.00 ,,JHK,, 22 ,
,FFM2-BMEG,FRY MASH 2,,,25 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,, 739.00 , 775.00 ,,JHK,,,
,FFM2-BMEG,FRY MASH 2,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,, 29.56 , 32.50 ,,JHK,,,
,NFJP-BMEG,NUTRIFLOAT JUVENILE FLOATING PELLETS,,,25 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,, 734.00 , 770.00 ,,JHK,,,
,NFJP-BMEG,NUTRIFLOAT JUVENILE FLOATING PELLETS,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,, 29.36 , 33.00 ,,JHK,,,
,NFAP-BMEG,NUTRIFLOAT ADULT FLOATING PELLETS,,,25 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,, 709.00 , 745.00 ,,JHK,,,
,NFAP-BMEG,NUTRIFLOAT ADULT FLOATING PELLETS,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,, 28.36 , 32.00 ,,JHK,,,
,TGSP-BMEG,TILAPIA GROWER SINKING PELLETS,,,25 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,, 709.00 , 745.00 ,,JHK,, 3 ,
,TGSP-BMEG,TILAPIA GROWER SINKING PELLETS,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,, 28.36 , 32.00 ,,JHK,, 11 ,
,TSC-BMEG,TILAPIA STARTER CRUMBLES,,,25 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,, 734.00 , 770.00 ,,JHK,, 2 ,
,TSC-BMEG,TILAPIA STARTER CRUMBLES,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,BMEG,, 29.36 , 33.00 ,,JHK,,,
,PBC-LA4,PIGLET BOOSTER CRUMBLES,,,25 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,LUCKY 4A,," 1,586.50 ",,,LUCKY 4A,,,
,PBC-LA4,PIGLET BOOSTER CRUMBLES,,,SACHET,POULRTY SUPPLY,FEEDS-GENERAL,LUCKY 4A,, 63.46 , 78.00 ,,LUCKY 4A,,,
,ZOOM-L4A,PIGGY ZOOM,,,25 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,LUCKY 4A,," 1,049.00 "," 1,110.00 ",,LUCKY 4A,, 2 ,
,ZOOM-L4A,PIGGY ZOOM,,,SACHET,POULRTY SUPPLY,FEEDS-GENERAL,LUCKY 4A,, 41.96 , 46.00 ,,LUCKY 4A,, 1 ,
,HIGRO-L4A,HIGROTEK,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,LUCKY 4A,," 1,323.00 "," 1,420.00 ",,LUCKY 4A,,,
,HIGRO-L4A,HIGROTEK,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,LUCKY 4A,, 26.46 , 30.00 ,,LUCKY 4A,,,
,PSP/HW-L4A,PIG STARTER PELLETS,HEALTHYWAY,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,LUCKY 4A,," 1,188.00 "," 1,270.00 ",,LUCKY 4A,, 1 ,
,PSP/HW-L4A,PIG STARTER PELLETS,HEALTHYWAY,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,LUCKY 4A,, 23.76 , 27.00 ,,LUCKY 4A,, 36 ,
,PGP/HW-L4A,PIG GROWER PELLETS,HEALTHYWAY,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,LUCKY 4A,," 1,078.00 "," 1,160.00 ",,LUCKY 4A,,,
,PGP/HW-L4A,PIG GROWER PELLETS,HEALTHYWAY,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,LUCKY 4A,, 21.56 , 25.00 ,,LUCKY 4A,, 55 ,
,PSP/M-L4A,PIG STARTER PELLETS,MILLER,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,LUCKY 4A,," 1,128.00 "," 1,215.00 ",,LUCKY 4A,, 2 ,
,PSP/M-L4A,PIG STARTER PELLETS,MILLER,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,LUCKY 4A,, 22.56 , 26.00 ,,LUCKY 4A,, 60 ,
,PGP/M-L4A,PIG GROWER PELLETS,MILLER,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,LUCKY 4A,," 1,008.00 "," 1,105.00 ",,LUCKY 4A,, 2 ,
,PGP/M-L4A,PIG GROWER PELLETS,MILLER,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,LUCKY 4A,, 20.16 , 23.50 ,,LUCKY 4A,, 33 ,
,PFP/M-L4A,PIG FINISHER PELLETES,MILLER,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,LUCKY 4A,, 958.00 ," 1,050.00 ",,LUCKY 4A,, 2 ,
,PFP/M-L4A,PIG FINISHER PELLETES,MILLER,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,LUCKY 4A,, 19.16 , 22.50 ,,LUCKY 4A,, 27 ,
,PBP/M-L4A,PIG BREEDER PELLETS,MILLER,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,LUCKY 4A,, 958.00 ," 1,050.00 ",,LUCKY 4A,,,
,PBP/M-L4A,PIG BREEDER PELLETS,MILLER,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,LUCKY 4A,, 19.16 , 22.50 ,,LUCKY 4A,,,
,CGC-L4A,CHICKEN GROWER CRUMBLES,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,LUCKY 4A,," 1,113.00 "," 1,210.00 ",,LUCKY 4A,, 2 ,
,CGC-L4A,CHICKEN GROWER CRUMBLES,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,LUCKY 4A,, 22.26 , 26.00 ,,LUCKY 4A,, 32 ,
,CSP-L4A,CHICK STARTER PELLETS,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,LUCKY 4A,," 1,203.00 "," 1,300.00 ",,LUCKY 4A,, 1 ,
,CSP-L4A,CHICK STARTER PELLETS,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,LUCKY 4A,, 24.06 , 27.50 ,,LUCKY 4A,, 3 ,
,HSP/U-URC,UNO HSP,UNO,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,ROBINA,," 1,235.00 "," 1,305.00 ",,UY,, 1 ,
,HSP/U-URC,UNO HSP,UNO,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,ROBINA,, 24.70 , 28.50 ,,UY,, 68 ,
,HGP/U-URC,UNO HGP,UNO,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,ROBINA,," 1,135.00 "," 1,205.00 ",,UY,, 2 ,
,HGP/U-URC,UNO HGP,UNO,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,ROBINA,, 22.70 , 27.50 ,,UY,, 31 ,
,PDP-URC,URC PDPP,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,ROBINA,, 900.00 , 980.00 ,,UY,,,
,PDP-URC,URC PDPP,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,ROBINA,, 18.00 , 22.00 ,,UY,,,
,,SIDC,,,,POULRTY SUPPLY,FEEDS-GENERAL,,,,,,,,,
,,PELLETS,,,,POULRTY SUPPLY,FEEDS-GENERAL,,,,,,,,,
,BIGBOY-SIDC,BIG BOY ,,,25 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,," 1,029.00 "," 1,070.00 ",,SIDC,,,
,BIGBOY-SIDC,BIG BOY ,,,KGS.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 41.16 , 46.00 ,,SIDC,,,
,PBP-SIDC,PIGLET BOOSTER PELLETS,,,25 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,," 1,201.50 ",,,SIDC,,,
,PBP-SIDC,PIGLET BOOSTER PELLETS,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 48.06 , 55.00 ,,SIDC,,,
,HPSP-SIDC,HOG PRE STARTER,,,25 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,," 1,032.50 "," 1,088.00 ",,SIDC,,,
,HPSP-SIDC,HOG PRE STARTER,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 41.30 , 46.00 ,,SIDC,,,
,HSP-SIDC,HOG STARTER PELLETS,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,," 1,203.50 "," 1,280.00 ",,SIDC,, 2 ,
,HSP-SIDC,HOG STARTER PELLETS,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 24.07 , 27.50 ,,SIDC,, 59 ,
,HGP-SIDC,HOG GROWER PELLETS,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,," 1,116.50 "," 1,210.00 ",,SIDC,, 2 ,
,HGP-SIDC,HOG GROWER PELLETS,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 22.33 , 26.00 ,,SIDC,, 25 ,
,HFP-SIDC,HOG FINISHER PELLETS,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 986.50 ," 1,080.00 ",,SIDC,, 1 ,
,HFP-SIDC,HOG FINISHER PELLETS,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 19.73 , 23.50 ,,SIDC,, 44 ,
,HBP-SIDC,HOG BREEDER PELLETS,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 946.50 ," 1,040.00 ",,SIDC,, 2 ,
,HBP-SIDC,HOG BREEDER PELLETS,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 18.93 , 22.50 ,,SIDC,,,
,HLP-SIDC,HOG LACTATION PELLETS,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,," 1,016.50 "," 1,110.00 ",,SIDC,, 2 ,
,HLP-SIDC,HOG LACTATION PELLETS,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 20.33 , 24.00 ,,SIDC,, 43 ,
,HGM-SIDC,HOG GROWER MASH,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,," 1,018.50 "," 1,115.00 ",,SIDC,,,
,HGM-SIDC,HOG GROWER MASH,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 20.37 , 24.50 ,,SIDC,,,
,HFM-SIDC,HOG FINISHER MASH,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 943.50 ," 1,040.00 ",,SIDC,,,
,HFM-SIDC,HOG FINISHER MASH,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 18.87 , 23.00 ,,SIDC,,,
,HBM-SIDC,HOG BREEDER MASH,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 926.50 ," 1,020.00 ",,SIDC,,,
,HBM-SIDC,HOG BREEDER MASH,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 18.53 , 22.50 ,,SIDC,,,
,HLM-SIDC,HOG LACTATION MASH,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,," 1,014.50 "," 1,110.00 ",,SIDC,,,
,HLM-SIDC,HOG LACTATION MASH,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 20.29 , 24.50 ,,SIDC,,,
,BBM-SIDC,BROILER BOOSTER MASH,,,25 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 683.50 , 738.00 ,,SIDC,, 1 ,
,BBM-SIDC,BROILER BOOSTER MASH,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 27.34 , 31.00 ,,SIDC,, 5 ,
,BSC-SIDC,BROILER STARTER CRUMBLES,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,," 1,266.50 "," 1,360.00 ",,SIDC,, 2 ,
,BSC-SIDC,BROILER STARTER CRUMBLES,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 25.33 , 29.00 ,,SIDC,, 17 ,
,BFC-SIDC,BROILER FINISHER CRUMBLE,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,," 1,196.50 "," 1,290.00 ",,SIDC,, 5 ,
,BFC-SIDC,BROILER FINISHER CRUMBLE,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 23.93 , 28.00 ,,SIDC,, 5 ,
,DLP2-SIDC,DUCK LAYER 2,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 960.50 ," 1,030.00 ",,SIDC,, 7 ,
,DLP2-SIDC,DUCK LAYER 2,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 19.21 , 23.00 ,,SIDC,, 30 ,
,DC-SIDC,DAIRY CATTLE FEEDS,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 747.50 , 825.00 ,,SIDC,, 1 ,
,DC-SIDC,DAIRY CATTLE FEEDS,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 14.95 , 19.00 ,,SIDC,, 36 ,
,CLM-SIDC,CHICKEN LAYER MASH,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,," 1,034.50 "," 1,115.00 ",,SIDC,, 2 ,
,CLM-SIDC,CHICKEN LAYER MASH,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,SIDC,, 20.69 , 24.50 ,,SIDC,, 43 ,
,CLC-JB,CHICKEN LAYER CRUMBLES,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,JETBEST,," 1,195.00 "," 1,295.00 ",,JETBEST,, 2 ,
,CLC-JB,CHICKEN LAYER CRUMBLES,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,JETBEST,, 23.90 , 27.50 ,,JETBEST,, 62 ,
,HBM/E-GHPI,ECO BREEDER MASH,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,GHPI,, 890.00 , 970.00 ,,GHPI,, 4 ,
,HBM/E-GHPI,ECO BREEDER MASH,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,GHPI,, 17.80 , 21.00 ,,GHPI,, 41 ,
,HGM-LAD,HOG GROWER MASH,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,, 926.50 ," 1,005.00 ",,LADECO,, 1 ,
,HGM-LAD,HOG GROWER MASH,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,, 18.53 , 22.50 ,,LADECO,, 62 ,
,HFM-LAD,HOG FINISHER MASH,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,, 906.50 , 985.00 ,,LADECO,,,
,HFM-LAD,HOG FINISHER MASH,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,, 18.13 , 22.00 ,,LADECO,,,
,HBM-LAD,HOG BREEDER MASH,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,, 911.50 , 990.00 ,,LADECO,,,
,HBM-LAD,HOG BREEDER MASH,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,, 18.23 , 22.00 ,,LADECO,,,
,HLM-LAD,HOG LACTATION MASH,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,, 916.50 , 995.00 ,,LADECO,,,
,HLM-LAD,HOG LACTATION MASH,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,, 18.33 , 22.50 ,,LADECO,,,
,CBM-LAD,CHICK BOOSTER MASH,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,, 610.00 , 665.00 ,,LADECO,,,
,CBM-LAD,CHICK BOOSTER MASH,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,, 24.40 , 29.00 ,,LADECO,,,
,BSM-LAD,BROILER STARTER MASH,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,," 1,129.00 "," 1,230.00 ",,LADECO,,,
,BSM-LAD,BROILER STARTER MASH,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,, 22.58 , 26.50 ,,LADECO,,,
,BFM-LAD,BROILER FINISHER MASH,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,," 1,099.00 "," 1,205.00 ",,LADECO,,,
,BFM-LAD,BROILER FINISHER MASH,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,, 21.98 , 26.00 ,,LADECO,,,
,CGM-LAD,CHICKEN GROWER MASH,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,," 1,067.00 "," 1,170.00 ",,LADECO,,,
,CGM-LAD,CHICKEN GROWER MASH,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,, 21.34 , 25.50 ,,LADECO,,,
,CLM--LAD,CHICKEN LAYER MASH,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,," 1,085.00 "," 1,190.00 ",,LADECO,,,
,CLM-LAD,CHICKEN LAYER MASH,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,, 21.70 , 26.00 ,,LADECO,,,
,BSC-LAD,BROILER STARTER CRUMBLES,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,," 1,144.00 "," 1,255.00 ",,LADECO,,,
,BSC-LAD,BROILER STARTER CRUMBLES,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,, 22.88 , 27.00 ,,LADECO,,,
,BFC-LAD,BROILER FINISHER CRUMBLES,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,," 1,114.00 "," 1,220.00 ",,LADECO,,,
,BFC-LAD,BROILER FINISHER CRUMBLES,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,, 22.28 , 26.50 ,,LADECO,,,
,CGC-LAD,CHICKEN GROWER CRUMBLES,,,50 KGS.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,," 1,082.00 "," 1,185.00 ",,LADECO,,,
,CGC-LAD,CHICKEN GROWER CRUMBLES,,,KG.,POULRTY SUPPLY,FEEDS-GENERAL,LADECO,, 21.64 , 26.00 ,,LADECO,,,
